Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
6396,II,POTENTIAL,C,1.07,4.46,0,0,21,7,7,7,#N/A
6397,III,HIGH POTENTIAL,B3,1.45,4.73,0,0,135,6.67,6,6.67,96.76
6398,III,POTENTIAL,B2,1.4,3.98,0,0,231,5.67,4.67,5,103.18
6399,III,POTENTIAL,B2,1.18,4.3,0,0,198,6,5.67,6,98.15
6400,III,POTENTIAL,B1,1.25,4.46,0,12,172,6,7,6,99.04
6401,II,HIGH POTENTIAL,C,1.13,4.19,1,5,228,7,6.67,6.67,96.21
6402,III,POTENTIAL,B2,1.21,3.66,0,0,67,6,6.67,7,99.53
6403,III,VERY HIGH POTENTIAL,B3,1.35,4.2,2,83,112,6.67,6,6,103.07
6404,III,POTENTIAL,B3,1.47,4.61,0,0,112,6,6,6,103.29
6405,II,POTENTIAL,0,1.11,4.62,0,12,10,7,5,7,#N/A
6406,III,POTENTIAL,B3,1.07,4.12,0,0,150,6.67,6.33,6.67,100.64
6407,III,POTENTIAL,B3,1.13,4.43,0,2,30,7,6,7,97.2
6408,II,POTENTIAL,0,0.93,3.83,0,1,0,5.67,6,6,#N/A
6409,III,POTENTIAL,C,0.64,3.79,1,1,118,6,6,6,104.12
6410,IV,HIGH POTENTIAL,B2,0.39,2.79,0,100,0,7,7,7,94.29
6411,IV,POTENTIAL,B3,0.95,3.72,0,65,2,7,5,7,96.28
6412,III,POTENTIAL,B2,1.16,3.96,0,193,1,5,4,5,100.9
6413,III,POTENTIAL,B3,1.07,3.56,1,25,0,5.67,4,5,103.56
6414,IV,VERY HIGH POTENTIAL,B3,1.31,3.95,0,225,0,3.67,5,4.67,106.17
6415,III,POTENTIAL,0,0.55,4.71,1,1,1,5.67,5.33,6.67,96.1
6416,III,POTENTIAL,0,0.97,3.61,#N/A,#N/A,#N/A,6,4,6,#N/A
6417,IV,POTENTIAL,0,1.2,3.44,#N/A,#N/A,#N/A,6,7,6,#N/A
6418,III,POTENTIAL,0,0.76,3.66,#N/A,#N/A,#N/A,4.67,3.67,5,#N/A
6419,III,POTENTIAL,0,1.25,3.59,#N/A,#N/A,#N/A,5.67,5.33,6,#N/A
6420,V,POTENTIAL,0,0.81,3.78,#N/A,#N/A,#N/A,5.67,5,5.33,#N/A
6421,II,POTENTIAL,0,1.04,3.97,#N/A,#N/A,#N/A,5,5,5,#N/A
6422,III,POTENTIAL,0,1.64,4.26,8,1,31,6,5.33,6.67,#N/A
6423,II,POTENTIAL,0,1.12,3.72,#N/A,#N/A,#N/A,6.33,6,7,#N/A
6424,III,POTENTIAL,0,0.33,2.79,#N/A,#N/A,#N/A,5.67,5,6.67,#N/A
6425,III,POTENTIAL,0,1.22,4.07,3,28,17,5.67,5.33,6,#N/A
6426,IV,POTENTIAL,0,1.31,3.78,0,0,60,6,5.33,6,#N/A
6427,III,POTENTIAL,0,1.53,4.01,#N/A,#N/A,#N/A,6,5,6.67,#N/A
6428,IV,POTENTIAL,0,0.21,2.79,#N/A,#N/A,#N/A,6.67,6,5.33,#N/A
6429,III,POTENTIAL,0,1.54,4.19,#N/A,#N/A,#N/A,6,4.67,6,#N/A
6430,III,POTENTIAL,0,0.42,3.31,#N/A,#N/A,#N/A,6.33,5,6.67,#N/A
6431,VI,POTENTIAL,0,0.99,3.17,0,0,197,5.67,6.67,6,#N/A
6432,III,POTENTIAL,0,0.9,4.01,0,2,41,6.67,6.67,7,#N/A
6433,V,POTENTIAL,0,0.23,2.19,0,0,178,6.33,7,7,#N/A
6434,IV,POTENTIAL,0,0.86,2.96,0,2,116,5.33,6,6.67,#N/A
6435,IV,POTENTIAL,0,1.48,4.13,#N/A,#N/A,#N/A,5,5.33,5,#N/A
6436,VI,POTENTIAL,0,0.29,2.87,0,10,179,6.33,6.67,7,#N/A
6437,IV,POTENTIAL,0,1.04,3.26,1,117,54,5.33,5,6,#N/A
6438,VI,POTENTIAL,0,1.5,3.7,1,0,205,5.33,6.33,6,#N/A
6439,IV,POTENTIAL,0,0.05,2.49,#N/A,#N/A,#N/A,5.67,5,6,#N/A
6440,VI,POTENTIAL,0,0.53,3.09,0,1,177,5.33,7,7,#N/A
6441,V,POTENTIAL,0,1.21,3.18,0,0,162,7,7,7,#N/A
6442,V,POTENTIAL,0,2,4.61,0,0,194,6,5.67,6.33,#N/A
6443,VI,POTENTIAL,0,0.68,3.05,0,30,124,5,5,5,#N/A
6444,VI,POTENTIAL,0,0.39,2.8,0,2,182,5.33,5.67,5.67,#N/A
6445,III,POTENTIAL,0,0.45,3.66,0,0,83,7,7,7,#N/A
6446,IV,POTENTIAL,0,1.1,4.41,2,2,168,6,6,7,#N/A
6447,IV,POTENTIAL,0,1.07,3.31,#N/A,#N/A,#N/A,6.33,7,7,#N/A
6448,IV,POTENTIAL,0,0.63,3.78,4,3,58,5.33,5,6.67,#N/A
6449,IV,POTENTIAL,0,1.17,3.93,#N/A,#N/A,#N/A,6.33,6.33,7,#N/A
6450,V,POTENTIAL,0,0.95,3.39,0,77,68,6,5.33,6,#N/A
6451,VI,POTENTIAL,0,0.06,2.97,0,0,171,6,6.67,6.33,#N/A
6452,V,POTENTIAL,0,1.11,4.16,0,0,198,6.67,5.67,7,#N/A
6453,VI,POTENTIAL,0,0.56,3.16,#N/A,#N/A,#N/A,5.67,6.33,7,#N/A
6454,VII,POTENTIAL,0,0.85,2.8,#N/A,#N/A,#N/A,5.33,7,5.67,#N/A
6455,VII,POTENTIAL,0,1.05,2.99,#N/A,#N/A,#N/A,5,5,5,#N/A
6456,I,POTENTIAL,0,1.3,4.39,#N/A,#N/A,#N/A,6.33,6.33,7,#N/A
6457,,POTENTIAL,0,0.87,3.46,#N/A,#N/A,#N/A,5,5,4.67,#N/A
6458,,POTENTIAL,0,1.11,3.69,#N/A,#N/A,#N/A,6.33,5.33,5.67,#N/A
6459,,POTENTIAL,0,0.94,3.81,#N/A,#N/A,#N/A,7,5,7,#N/A
6460,,POTENTIAL,0,-0.21,1.84,#N/A,#N/A,#N/A,6,6.67,6,#N/A
6461,III,POTENTIAL,0,0.65,3.34,#N/A,#N/A,#N/A,4.67,4.33,5,#N/A
6462,V,POTENTIAL,0,0.47,3.36,#N/A,#N/A,#N/A,5,3.67,5,#N/A
6463,V,POTENTIAL,0,0.72,3.2,#N/A,#N/A,#N/A,5.67,6.67,6,#N/A
6464,VII,POTENTIAL,0,1.31,3.96,0,0,3,6.33,6.67,7,#N/A
6465,V,POTENTIAL,0,1.31,4.11,0,1,1,5,5,5.67,#N/A
6466,V,POTENTIAL,0,0.35,3.42,0,78,2,5,5,5,#N/A
6467,III,POTENTIAL,0,1.35,4.31,0,2,25,4.67,4,5,#N/A
6468,III,POTENTIAL,0,1.42,3.83,2,55,1,5,5,5,#N/A
6469,III,POTENTIAL,0,0.66,2.92,0,31,27,5,5,5,#N/A
6470,IV,POTENTIAL,0,0.95,3.92,29,2,18,5.33,4,4.67,#N/A
6471,III,POTENTIAL,0,0.95,3.7,0,0,47,7,6,6.33,#N/A
6472,III,POTENTIAL,0,0.79,4.03,0,30,15,4.67,4.67,6.33,#N/A
6473,IV,POTENTIAL,0,1.08,3.75,0,2,64,6.67,6.33,7,#N/A
6474,V,POTENTIAL,0,0.19,3.12,1,56,1,4.67,4,4,#N/A
6475,VI,POTENTIAL,0,1.05,2.93,0,4,18,5,5,5.67,#N/A
6476,II,POTENTIAL,0,1.18,4.21,0,4,30,6.33,4,7,#N/A
6477,VI,POTENTIAL,0,1.25,3.72,0,7,28,7,7,7,#N/A
6478,IV,POTENTIAL,0,1.22,3.48,#N/A,#N/A,#N/A,6,4,6,#N/A
6479,IV,POTENTIAL,0,1.24,4.4,#N/A,#N/A,#N/A,5,5,5,#N/A
6480,V,POTENTIAL,0,0.88,3.15,0,5,37,6,6,5.67,#N/A
6481,VII,POTENTIAL,0,0.34,2.89,#N/A,#N/A,#N/A,6,6.67,6.67,#N/A
6482,IV,POTENTIAL,0,1.05,3.46,0,5,56,5,7,5.67,#N/A
6483,V,POTENTIAL,0,0.87,3.52,0,2,51,5,3.67,6,#N/A
6484,IV,POTENTIAL,0,1.06,3.37,10,0,52,6,6,6,#N/A
6485,VI,POTENTIAL,0,1.25,2.78,#N/A,#N/A,#N/A,6.33,6.67,6.33,#N/A
6486,VII,POTENTIAL,0,0.63,3.11,#N/A,#N/A,#N/A,6,6,6,#N/A
6487,IV,POTENTIAL,0,0.82,3.78,#N/A,#N/A,#N/A,6,5,5.67,#N/A
6488,VI,POTENTIAL,0,1.22,3.65,0,0,10,7,5.67,7,#N/A
6489,III,POTENTIAL,0,1.82,4.19,0,0,1,7,6,7,#N/A
6490,IV,POTENTIAL,0,0.18,3.94,#N/A,#N/A,#N/A,6.67,6.67,6.67,#N/A
6491,IV,POTENTIAL,0,0.23,3.52,#N/A,#N/A,#N/A,5.67,6.33,6,#N/A
6492,VII,POTENTIAL,0,1,3.4,0,100,10,6,6.33,6,#N/A
6493,VI,POTENTIAL,0,1.9,4.16,0,0,177,5,5,5,#N/A
6494,VI,POTENTIAL,0,1.35,4.38,0,3,155,6,5.33,6,#N/A
6495,VII,POTENTIAL,0,1.43,3.63,0,7,154,6.33,6,6.67,#N/A
6496,VI,POTENTIAL,0,1.18,4,0,85,0,6,7,7,#N/A
6497,III,HIGH POTENTIAL,0,1.36,4.42,0,6,1,6,7,7,#N/A
6498,IV,POTENTIAL,B2,1.37,3.88,0,0,195,7,7,7,99.27
6499,III,POTENTIAL,B3,1.03,4.34,0,0,43,5.67,6,6.67,102.44
6500,III,POTENTIAL,B3,0.91,3.57,1,186,19,7,7,7,103.11
6501,III,POTENTIAL,B1,1.29,4.45,0,0,199,6,6,6,103.01
6502,III,POTENTIAL,C,1.19,4.22,129,0,107,6,7,7,100.04
6503,IV,POTENTIAL,0,0.86,3.88,0,0,1,6.33,7,7,#N/A
6504,III,POTENTIAL,B3,1.1,3.85,1,36,71,5,6,6,103
6505,IV,VERY HIGH POTENTIAL,B3,1.38,3.96,0,0,218,6,5.67,6.67,103.01
6506,III,POTENTIAL,0,1.12,4.13,#N/A,#N/A,#N/A,5,4,5,#N/A
6507,III,HIGH POTENTIAL,B3,1.08,3.72,0,78,0,6.33,7,6.33,101.33
6508,III,POTENTIAL,0,1.39,4.56,0,0,1,6.33,5.67,6.33,#N/A
6509,IV,POTENTIAL,B2,1.13,3.61,1,0,211,6,6,6,103.01
6510,III,POTENTIAL,B1,1.06,3.68,0,0,27,6,7,7,96.18
6511,III,POTENTIAL,B3,0.98,4,0,11,196,6,6,6,100.62
6512,IV,POTENTIAL,B3,1.13,3.64,0,0,215,6.67,7,7,103.34
6513,IV,VERY HIGH POTENTIAL,B2,1.3,4.07,1,187,1,6,6,6,98.26
6514,III,POTENTIAL,C,1.4,4.32,0,2,200,6.67,6.33,6,99.27
6515,II,POTENTIAL,B1,0.58,3.97,0,1,209,6,6,6,#N/A
6516,III,VERY HIGH POTENTIAL,B2,1.23,4.42,0,0,159,7,7,7,103.16
6517,III,HIGH POTENTIAL,B3,1.48,4.37,0,8,0,6.33,5.67,6,94.68
6518,IV,POTENTIAL,B2,1.46,3.96,0,0,208,6,5.67,6,98.34
6519,III,POTENTIAL,B2,0.88,3.93,0,2,3,5,5,6,#N/A
6520,III,HIGH POTENTIAL,B2,0.95,4.01,0,0,203,6.33,6.67,7,96.35
6521,IV,HIGH POTENTIAL,B1,1.2,4.15,1,74,52,7,7,7,103.41
6522,V,POTENTIAL,C,0.97,3.69,0,1,175,7,7,7,99.45
6523,IV,POTENTIAL,B1,1.19,3.88,1,10,0,6.33,6.33,6,103.17
6524,IV,POTENTIAL,B2,1.16,3.33,0,1,162,6.33,6,5.67,103.34
6525,II,POTENTIAL,B1,1.15,3.91,1,0,7,7,7,7,105.09
6526,II,POTENTIAL,B2,1.42,4.63,0,4,68,5.67,5,6,101.32
6527,II,HIGH POTENTIAL,B2,1.28,4.63,0,0,96,7,7,7,#N/A
6528,III,VERY HIGH POTENTIAL,0,1.75,4.12,#N/A,#N/A,#N/A,6.67,6,6,#N/A
6529,III,POTENTIAL,B3,1.11,4.15,0,4,146,5.33,4.67,5,99.73
6530,III,POTENTIAL,B2,1.26,3.94,1,21,53,5,4.67,5.33,88.98
6531,IV,HIGH POTENTIAL,0,1.09,3.87,0,1,206,6,6,6,#N/A
6532,III,POTENTIAL,B1,0.76,3.53,0,1,1,5.67,7,7,105.27
6533,III,POTENTIAL,0,1.39,4.41,#N/A,#N/A,#N/A,5.67,3.67,4.33,98.27
6534,III,HIGH POTENTIAL,B3,0.46,3.21,0,176,5,7,6,7,103.92
6535,II,POTENTIAL,B1,1.31,4.13,0,0,6,5,3,5,#N/A
6536,III,POTENTIAL,0,1.05,3.91,0,0,1,7,7,7,#N/A
6537,III,POTENTIAL,B1,1.22,3.91,0,88,25,5.67,5.33,6,99.53
6538,III,POTENTIAL,B3,1.13,4.16,#N/A,#N/A,#N/A,4.33,4,4.67,102.21
6539,III,POTENTIAL,A,1.24,3.91,0,174,0,5,5,6,98.4
6540,III,POTENTIAL,0,1.16,4.59,0,0,2,5.67,5.33,6,#N/A
6541,II,POTENTIAL,B2,0.6,3.56,0,0,53,7,4.33,7,90.49
6542,III,POTENTIAL,B2,0.58,3.53,0,0,2,6.33,4,7,#N/A
6543,III,HIGH POTENTIAL,B1,1.25,4.14,0,1,222,5.67,6,6,101.47
6544,II,POTENTIAL,0,0.59,3.96,0,154,60,4.67,4,5,99.09
6545,III,VERY HIGH POTENTIAL,B3,1.54,4.35,0,0,164,5.67,5,6,103
6546,III,POTENTIAL,B1,0.87,3.7,0,3,0,5.33,6.33,7,104.61
6547,III,POTENTIAL,B3,0.64,2.64,2,173,5,3,1.67,2,97.69
6548,III,POTENTIAL,0,1.2,4.01,#N/A,#N/A,#N/A,5.67,5,5,#N/A
6549,IV,POTENTIAL,0,0.3,2.86,#N/A,#N/A,#N/A,5,6,6,#N/A
6550,IV,POTENTIAL,0,0.67,3.39,#N/A,#N/A,#N/A,6.67,6,6,#N/A
6551,V,POTENTIAL,0,0.58,2.73,#N/A,#N/A,#N/A,5,4.67,4.33,#N/A
6552,IV,POTENTIAL,0,0.91,3.65,#N/A,#N/A,#N/A,5.33,3.67,6,#N/A
6553,V,POTENTIAL,0,0.86,2.87,#N/A,#N/A,#N/A,5,7,7,#N/A
6554,IV,POTENTIAL,0,0.86,3.61,0,1,15,6,6,6,#N/A
6555,IV,POTENTIAL,0,0.87,3.59,0,1,2,5,5,5,#N/A
6556,IV,POTENTIAL,0,0.84,3.48,#N/A,#N/A,#N/A,4.67,5.33,5,#N/A
6557,III,POTENTIAL,0,0.55,3.81,#N/A,#N/A,#N/A,4.67,4,5,#N/A
6558,III,POTENTIAL,0,0.55,2.74,0,2,59,6.33,4.67,6.67,#N/A
6559,V,POTENTIAL,0,0.61,3.24,#N/A,#N/A,#N/A,7,7,7,#N/A
6560,IV,POTENTIAL,0,0.95,3.49,0,66,0,5,4.33,5,#N/A
6561,V,POTENTIAL,0,0.36,3.21,#N/A,#N/A,#N/A,4.67,4,4.67,#N/A
6562,II,POTENTIAL,0,0.66,3.64,#N/A,#N/A,#N/A,5.33,4.33,6,#N/A
6563,III,POTENTIAL,0,0.98,3.21,#N/A,#N/A,#N/A,3.67,5,5,#N/A
6564,II,POTENTIAL,0,1.3,4.46,#N/A,#N/A,#N/A,6,6,6,#N/A
6565,IV,POTENTIAL,0,0.75,3.28,0,2,30,7,5,7,#N/A
6566,VII,POTENTIAL,0,1.68,4.36,0,0,80,7,6.67,6.67,#N/A
6567,V,POTENTIAL,0,1.36,4.37,16,223,1,5.33,6,6,#N/A
6568,V,POTENTIAL,0,0.01,3.18,0,0,139,6,6.67,6,#N/A
6569,VI,POTENTIAL,0,1.43,3.74,0,3,191,5.33,6.33,6,#N/A
6570,III,POTENTIAL,0,0.48,3.58,3,174,3,6,6.33,5.67,#N/A
6571,V,POTENTIAL,0,1.43,3.58,0,1,145,6.67,5.33,6.67,#N/A
6572,V,POTENTIAL,0,1.31,3.85,0,0,178,6,6,6,#N/A
6573,IV,POTENTIAL,0,0.49,3.31,1,201,1,5,5,5,#N/A
6574,V,POTENTIAL,0,0.92,3.59,#N/A,#N/A,#N/A,5.67,4,6.67,#N/A
6575,V,POTENTIAL,0,1.57,3.99,0,0,213,5,6,5.33,#N/A
6576,VI,POTENTIAL,0,1.31,4,0,0,182,6.67,7,7,#N/A
6577,VI,POTENTIAL,0,1.63,3.19,0,1,203,7,7,7,#N/A
6578,V,POTENTIAL,0,1.06,4.02,0,0,183,4,5,6,#N/A
6579,VI,POTENTIAL,0,1.07,3.43,0,0,173,6.67,7,7,#N/A
6580,IV,POTENTIAL,0,0.83,3.48,#N/A,#N/A,#N/A,5.67,5.67,6,#N/A
6581,IV,POTENTIAL,0,1.4,3.84,0,3,144,6.67,7,7,#N/A
6582,III,POTENTIAL,0,1.12,4.66,0,2,126,6.67,6.67,6.67,#N/A
6583,VI,POTENTIAL,0,1.16,3.44,1,51,135,5,6,5.67,#N/A
6584,IV,POTENTIAL,0,0.71,2.94,3,65,115,5.33,6,6,#N/A
6585,V,POTENTIAL,0,0.5,3.21,0,2,167,6,7,6,#N/A
6586,IV,POTENTIAL,0,0.79,3.38,#N/A,#N/A,#N/A,5,6.33,6.33,#N/A
6587,V,POTENTIAL,0,0.61,3.44,1,20,139,7,5,6.33,#N/A
6588,IV,POTENTIAL,0,1.04,3.2,0,0,1,6,4,5.67,#N/A
6589,V,POTENTIAL,0,0.86,4.27,1,0,88,7,7,7,#N/A
6590,III,POTENTIAL,0,0.72,3.75,#N/A,#N/A,#N/A,6.33,6,6,#N/A
6591,IV,POTENTIAL,0,0.87,3.19,#N/A,#N/A,#N/A,7,7,7,#N/A
6592,VII,POTENTIAL,0,0.44,2.86,#N/A,#N/A,#N/A,6,6,6.33,#N/A
6593,VII,POTENTIAL,0,0.13,2.51,#N/A,#N/A,#N/A,6,6,6,#N/A
6594,,POTENTIAL,0,1.16,3.85,#N/A,#N/A,#N/A,5.67,5,6,#N/A
6595,,POTENTIAL,0,0.94,3.33,#N/A,#N/A,#N/A,7,7,7,#N/A
6596,,POTENTIAL,0,0.95,3.39,#N/A,#N/A,#N/A,4.67,6,6,#N/A
6597,,POTENTIAL,0,1.34,3.44,#N/A,#N/A,#N/A,7,6,7,#N/A
6598,IV,POTENTIAL,0,0.94,4.38,0,1,2,6,6.33,6.67,#N/A
6599,III,POTENTIAL,0,0.69,3.55,#N/A,#N/A,#N/A,5,5,6,#N/A
6600,III,POTENTIAL,0,0.72,3.56,#N/A,#N/A,#N/A,6,5,6,#N/A
6601,V,HIGH POTENTIAL,0,0.28,2.49,#N/A,#N/A,#N/A,5.67,5,6,#N/A
6602,V,POTENTIAL,0,1.01,2.94,#N/A,#N/A,#N/A,5,4.67,5,#N/A
6603,III,POTENTIAL,0,1.51,3.53,#N/A,#N/A,#N/A,6.67,7,7,#N/A
6604,IV,POTENTIAL,0,1.18,3.82,#N/A,#N/A,#N/A,6,6,6.33,#N/A
6605,VII,POTENTIAL,0,0.98,3.23,#N/A,#N/A,#N/A,3.67,4.33,5.67,#N/A
6606,IV,POTENTIAL,0,1.51,4.31,0,1,34,7,5.33,7,#N/A
6607,VII,POTENTIAL,0,1.28,3.9,#N/A,#N/A,#N/A,5.33,4,6,#N/A
6608,V,POTENTIAL,0,0.73,3.62,0,3,55,6,7,6.67,#N/A
6609,V,POTENTIAL,0,0.46,3.22,0,0,57,6.67,7,7,#N/A
6610,IV,POTENTIAL,0,0.49,3.07,0,6,36,5.67,5,6,#N/A
6611,V,POTENTIAL,0,0.85,3.31,0,4,52,4.67,7,6,#N/A
6612,III,POTENTIAL,0,1.3,4.24,0,0,48,6,5,6,#N/A
6613,IV,POTENTIAL,0,0.88,3.89,0,4,35,5.33,4,5,#N/A
6614,IV,POTENTIAL,0,0.28,2.79,0,0,39,6,6,6,#N/A
6615,III,POTENTIAL,0,1.36,3.72,0,19,5,7,7,7,#N/A
6616,IV,POTENTIAL,0,0.73,3.23,23,21,0,5.67,4.67,5.33,#N/A
6617,IV,POTENTIAL,0,0.39,2.84,0,0,64,5.33,5.67,6,#N/A
6618,III,POTENTIAL,0,1.21,3.43,0,1,28,6.67,6,6,#N/A
6619,IV,POTENTIAL,0,0.56,3.64,0,3,43,7,7,7,#N/A
6620,IV,POTENTIAL,0,1.02,3.34,0,7,28,6,5,6,#N/A
6621,V,POTENTIAL,0,0.74,3.28,0,5,54,5,5,5,#N/A
6622,V,POTENTIAL,0,0.64,3.39,0,4,55,6,6,6,#N/A
6623,VI,POTENTIAL,0,1.27,3.44,1,40,75,6,6.67,6,#N/A
6624,VI,POTENTIAL,0,1.18,3.52,0,0,173,7,7,7,#N/A
6625,IV,POTENTIAL,0,1.21,4.16,#N/A,#N/A,#N/A,5.67,6,6,#N/A
6626,VI,POTENTIAL,0,0.94,3.43,0,0,158,7,7,7,#N/A
6627,VI,POTENTIAL,0,0.79,3.27,0,0,8,5,5.67,5.67,#N/A
6628,III,POTENTIAL,0,1.38,3.71,#N/A,#N/A,#N/A,5.67,7,6,#N/A
6629,IV,POTENTIAL,0,1.72,4.13,#N/A,#N/A,#N/A,7,7,7,#N/A
6630,IV,POTENTIAL,0,0.51,3.71,#N/A,#N/A,#N/A,7,7,6.33,#N/A
6631,III,POTENTIAL,0,0.77,3.93,#N/A,#N/A,#N/A,6.67,3,6,#N/A
6632,VI,POTENTIAL,0,1.68,3.35,0,0,199,6,6,6,#N/A
6633,,POTENTIAL,0,1.43,3.96,#N/A,#N/A,#N/A,5.67,6,6,#N/A
6634,IV,POTENTIAL,0,1.32,3.47,#N/A,#N/A,#N/A,5.33,4,5.33,#N/A
6635,IV,POTENTIAL,0,0.27,2.9,#N/A,#N/A,#N/A,6.33,7,7,#N/A
6636,VII,POTENTIAL,0,1.45,3.71,0,0,87,7,7,7,#N/A
6637,VII,POTENTIAL,0,1.91,3.59,0,0,8,7,7,7,#N/A
6638,VII,POTENTIAL,0,1.72,4.18,0,4,7,3.67,7,6,#N/A
6639,VII,POTENTIAL,0,1.12,3.58,0,0,39,6.33,7,7,#N/A
6640,VII,POTENTIAL,0,1.54,3.82,0,0,3,6,7,6.67,#N/A
6641,VII,POTENTIAL,0,1.83,4.3,0,0,16,6,6.33,6.33,#N/A
6642,VII,POTENTIAL,0,0.81,3.23,0,40,57,6.33,7,6.67,#N/A
6643,VII,POTENTIAL,0,1.8,4.37,4,0,76,5.67,7,6.33,#N/A
6644,VII,POTENTIAL,0,1.93,4.39,0,0,77,6.67,6.33,6.33,#N/A
6645,VII,POTENTIAL,0,1.19,3.95,0,0,175,5,6,6.33,#N/A
6646,IV,POTENTIAL,B3,1.3,4.18,0,0,81,6,6,7,103.61
6647,III,POTENTIAL,C,1.04,4.18,1,0,158,6,6.33,6.33,99.45
6648,III,POTENTIAL,B2,1.01,4.12,0,0,208,6.67,7,6.67,103.68
6649,IV,VERY HIGH POTENTIAL,B2,1.13,3.57,0,0,214,6.33,7,6,103.68
6650,IV,POTENTIAL,B1,1.04,4.47,0,9,185,6.33,7,6,99.18
6651,IV,POTENTIAL,B3,0.95,3.8,0,0,8,6,5,6,103.18
6652,III,POTENTIAL,B3,1.33,4.38,0,0,232,7,6,6,100.04
6653,IV,POTENTIAL,B3,1.45,4.09,1,66,49,6,6.67,7,99.06
6654,III,POTENTIAL,B1,1.22,4.14,1,0,176,6.33,6,6,103.01
6655,IV,POTENTIAL,B3,1.01,3.69,0,0,165,5.67,6,6,99.45
6656,V,POTENTIAL,B3,1.29,3.51,0,0,161,5,7,7,99.45
6657,III,POTENTIAL,B2,1.11,3.99,0,0,186,7,5.33,7,103.06
6658,III,HIGH POTENTIAL,B1,1.27,4.45,1,4,135,6.33,6,7,103.15
6659,IV,POTENTIAL,B2,1.03,3.54,2,1,187,5.33,6.67,6,99.45
6660,V,POTENTIAL,B1,0.51,2.8,0,0,158,7,6,7,100.19
6661,III,POTENTIAL,B1,0.89,3.98,0,0,238,5.33,6,6,103.06
6662,III,POTENTIAL,0,1.32,4.55,#N/A,#N/A,#N/A,3.33,2,4.33,#N/A
6663,III,HIGH POTENTIAL,B3,1.3,4.54,0,3,12,6.67,5,7,96.07
6664,III,POTENTIAL,B2,0.49,3.51,0,0,139,6,5,6,103.92
6665,III,POTENTIAL,B2,0.84,3.97,2,1,157,5,5,5,99.72
6666,II,POTENTIAL,B2,1.51,3.97,0,0,133,6,7,7,102.24
6667,IV,VERY HIGH POTENTIAL,B2,1.47,3.41,0,15,165,6,6,6,99.29
6668,III,HIGH POTENTIAL,B2,0.89,3.88,0,35,143,6.67,6.33,7,103.3
6669,III,POTENTIAL,B1,1.19,4.01,0,0,118,6.67,6.67,7,103.1
6670,III,HIGH POTENTIAL,0,1.31,4.44,#N/A,#N/A,#N/A,7,6,7,#N/A
6671,III,HIGH POTENTIAL,B2,1.22,4.24,0,2,201,7,7,7,105.29
6672,III,HIGH POTENTIAL,B1,1.29,4.27,0,164,0,5,5,6,103.59
6673,III,POTENTIAL,B2,0.91,4.41,0,88,0,5,5.33,5,96.02
6674,III,POTENTIAL,B2,1.19,3.52,0,0,151,5,3.67,4.67,105.09
6675,III,HIGH POTENTIAL,B1,1.38,4.35,1,0,56,5.67,5,5.67,103.1
6676,II,HIGH POTENTIAL,0,1.54,4.78,#N/A,#N/A,#N/A,7,6.67,7,93.19
6677,II,POTENTIAL,0,1.11,4.42,0,162,6,6.33,4.33,7,99.73
6678,III,POTENTIAL,0,0.63,2.98,#N/A,#N/A,#N/A,6.33,5,7,#N/A
6679,IV,POTENTIAL,0,0.77,3.79,#N/A,#N/A,#N/A,6,4.33,6,#N/A
6680,V,POTENTIAL,0,-0.05,2.79,#N/A,#N/A,#N/A,5,6,5.33,#N/A
6681,III,HIGH POTENTIAL,0,1.05,3.43,0,1,6,6,6,7,#N/A
6682,VI,POTENTIAL,0,-0.36,2.81,#N/A,#N/A,#N/A,6,4,6,#N/A
6683,IV,POTENTIAL,0,0.83,3.31,#N/A,#N/A,#N/A,7,7,7,#N/A
6684,III,POTENTIAL,0,1.33,3.99,0,1,2,5,5,5.67,#N/A
6685,II,POTENTIAL,0,0.96,3.67,#N/A,#N/A,#N/A,7,5.33,6.33,#N/A
6686,III,POTENTIAL,0,1.22,3.99,#N/A,#N/A,#N/A,5.33,6,6,#N/A
6687,IV,POTENTIAL,0,0.25,2.69,#N/A,#N/A,#N/A,5,5,5,#N/A
6688,V,POTENTIAL,0,0.81,3.49,3,16,43,5.67,5,6,#N/A
6689,II,POTENTIAL,0,1.28,4.19,#N/A,#N/A,#N/A,6,5,6,#N/A
6690,IV,POTENTIAL,0,0.17,3.26,15,10,35,6.33,6,6.33,#N/A
6691,IV,POTENTIAL,0,0.66,3.33,#N/A,#N/A,#N/A,4.33,5,5,#N/A
6692,IV,POTENTIAL,0,1.14,3.86,#N/A,#N/A,#N/A,5,5,5,#N/A
6693,IV,POTENTIAL,0,0.15,3.07,#N/A,#N/A,#N/A,6,5.33,5.67,#N/A
6694,V,POTENTIAL,0,0.29,3.22,#N/A,#N/A,#N/A,5.67,4.67,6.33,#N/A
6695,V,POTENTIAL,0,0.68,3.66,0,17,16,5.33,5,5,#N/A
6696,IV,POTENTIAL,0,1.7,4.34,0,1,45,6,6,6,#N/A
6697,III,POTENTIAL,0,1.19,3.53,2,15,44,7,7,7,#N/A
6698,II,POTENTIAL,0,0.81,3.85,#N/A,#N/A,#N/A,6,6,7,#N/A
